Transaction_ID,Employee_ID,Department,Region,Card_Tier,Single_Txn_Limit,Transaction_Timestamp,Amount_USD,Merchant_Name,MCC,Injected_Anomaly,System_Audit_Flag,R5_Reason,Travel_Registry_Status
TXN_003006,EMP_054,HR & Recruitment,LATAM,Tier_1_Exec,5000.0,2025-08-14 10:23:00,126.6,Uber Inc,4111,,CLEAN,,
TXN_003007,EMP_237,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-01-30 16:39:00,364.31,Figma Design,4816,,CLEAN,,
TXN_003008,EMP_324,Field Sales,,Tier_1_Exec,5000.0,2025-10-11 21:39:00,157.9,Business Stay Inn,7011,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003009,EMP_444,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-01-31 19:34:00,588.11,Euro Lodging,7011,,CLEAN,,
TXN_003010,EMP_279,Software Engineering,APAC,Tier_2_Standard,3000.0,2025-05-17 03:16:00,17.26,Lyft Ride,4111,,CLEAN,,
TXN_003011,EMP_444,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-01-17 22:34:00,61.74,London Tavern,5812,,CLEAN,,
TXN_003012,EMP_442,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-07-31 14:36:00,50.27,Staples Corp,5999,,CLEAN,,
TXN_003013,EMP_396,Field Sales,APAC,Tier_1_Exec,5000.0,2025-06-14 11:18:00,33.82,Tokyo Dining Corp,5812,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003014,EMP_170,Software Engineering,LATAM,Tier_2_Standard,3000.0,2025-04-08 18:15:00,154.12,AWS Cloud Services,4816,,CLEAN,,
TXN_003015,EMP_345,Field Sales,,Tier_1_Exec,5000.0,2025-09-05 12:41:00,73.11,Tokyo Dining Corp,5812,,CLEAN,,
TXN_003016,EMP_123,Supply Chain,EMEA,Tier_1_Exec,5000.0,2025-05-30 00:20:00,367.13,Hilton Hotels,7011,,CLEAN,,
TXN_003017,EMP_425,Software Engineering,,Tier_2_Standard,3000.0,2025-07-07 15:55:00,112.58,Amazon Business,5999,,CLEAN,,
TXN_003018,EMP_363,Corporate Marketing,APAC,Tier_2_Standard,3000.0,2025-03-30 23:15:00,173.72,GitHub Enterprise,4816,,FLAG_R5_CONTEXT_FAIL,Active travel itinerary found but MCC 4816 (GitHub Enterprise) is not a hospitality category — manual review required,
TXN_003019,EMP_414,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-04-13 23:25:00,14.6,Local Steakhouse,5812,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003020,EMP_370,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-04-01 03:11:00,119.73,Staples Corp,5999,,CLEAN,,
TXN_003021,EMP_311,Supply Chain,EMEA,Tier_2_Standard,3000.0,2025-05-25 15:06:00,335.74,Marriott International,7011,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003022,EMP_111,HR & Recruitment,,Tier_2_Standard,3000.0,2025-04-09 02:10:00,184.45,Figma Design,4816,,CLEAN,,
TXN_003023,EMP_116,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-01-29 13:15:00,280.47,AWS Cloud Services,4816,,CLEAN,,
TXN_003024,EMP_371,Field Sales,,Tier_1_Exec,5000.0,2025-02-25 22:53:00,36.27,London Tavern,5812,,CLEAN,,
TXN_003025,EMP_049,Supply Chain,APAC,Tier_2_Standard,3000.0,2025-12-03 05:01:00,17.92,Global Logistics Tech,5999,,CLEAN,,
TXN_003026,EMP_399,Corporate Marketing,APAC,Tier_2_Standard,3000.0,2025-01-07 02:29:00,40.44,Bistro Hub,5812,,CLEAN,,
TXN_003027,EMP_301,Supply Chain,EMEA,Tier_2_Standard,3000.0,2025-03-19 17:31:00,142.22,NYC Transit,4111,,CLEAN,,
TXN_003028,EMP_058,Field Sales,,Tier_1_Exec,5000.0,2025-04-04 03:20:00,99.84,Staples Corp,5999,,CLEAN,,
TXN_003029,EMP_126,HR & Recruitment,EMEA,Tier_2_Standard,3000.0,2025-10-02 17:38:00,104.01,NYC Transit,4111,,CLEAN,,
TXN_003030,EMP_327,Field Sales,,Tier_1_Exec,5000.0,2025-12-29 03:51:00,98.52,London Underground,4111,,CLEAN,,
TXN_003031,EMP_422,Software Engineering,APAC,Tier_2_Standard,3000.0,2025-03-29 03:55:00,95.62,AWS Cloud Services,4816,,CLEAN,,
TXN_003032,EMP_318,Supply Chain,,Tier_2_Standard,3000.0,2025-06-05 14:42:00,178.97,Figma Design,4816,,CLEAN,,
TXN_003033,EMP_313,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-09-09 19:09:00,638.11,Marriott International,7011,,CLEAN,,
TXN_003034,EMP_310,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-02-21 15:17:00,16.95,Tokyo Dining Corp,5812,,CLEAN,,
TXN_003035,EMP_119,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-10-17 02:06:00,48.9,Global Logistics Tech,5999,,CLEAN,,
TXN_003036,EMP_176,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-01-20 04:57:00,48.68,Office Depot,5999,,CLEAN,,
TXN_003037,EMP_388,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-10-24 13:43:00,430.81,Hilton Hotels,7011,,CLEAN,,
TXN_003038,EMP_311,Supply Chain,EMEA,Tier_2_Standard,3000.0,2025-04-18 16:25:00,265.49,Bistro Hub,5812,,CLEAN,,
TXN_003039,EMP_215,HR & Recruitment,,Tier_2_Standard,3000.0,2025-02-25 21:12:00,14.54,Tokyo Dining Corp,5812,,CLEAN,,
TXN_003040,EMP_267,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-10-24 13:10:00,57.53,Tokyo Dining Corp,5812,,CLEAN,,
TXN_003041,EMP_253,Software Engineering,APAC,Tier_2_Standard,3000.0,2025-10-15 23:48:00,88.16,Slack Technologies,4816,,CLEAN,,
TXN_003042,EMP_405,Corporate Marketing,LATAM,Tier_2_Standard,3000.0,2025-02-03 18:10:00,145.89,Staples Corp,5999,,CLEAN,,
TXN_003043,EMP_060,Software Engineering,,Tier_2_Standard,3000.0,2025-04-04 18:42:00,63.06,AWS Cloud Services,4816,,CLEAN,,
TXN_003044,EMP_022,Software Engineering,,Tier_2_Standard,3000.0,2025-05-21 11:50:00,43.59,Bistro Hub,5812,,CLEAN,,
TXN_003045,EMP_419,Software Engineering,APAC,Tier_2_Standard,3000.0,2025-01-20 20:34:00,300.4,GitHub Enterprise,4816,,CLEAN,,
TXN_003046,EMP_351,Corporate Marketing,APAC,Tier_2_Standard,3000.0,2025-11-28 18:41:00,89.25,Tokyo Dining Corp,5812,,CLEAN,,
TXN_003047,EMP_090,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-06-09 04:22:00,69.18,London Underground,4111,,CLEAN,,
TXN_003048,EMP_183,Supply Chain,APAC,Tier_2_Standard,3000.0,2025-02-07 21:40:00,151.68,GitHub Enterprise,4816,,CLEAN,,
TXN_003049,EMP_224,Corporate Marketing,APAC,Tier_2_Standard,3000.0,2025-03-21 04:57:00,171.09,Slack Technologies,4816,,CLEAN,,
TXN_003050,EMP_218,Supply Chain,LATAM,Tier_2_Standard,3000.0,2025-04-14 20:02:00,47.0,Office Depot,5999,,CLEAN,,
TXN_003051,EMP_269,Supply Chain,EMEA,Tier_2_Standard,3000.0,2025-07-12 01:56:00,38.75,Uber Inc,4111,,CLEAN,,
TXN_003052,EMP_060,Software Engineering,,Tier_2_Standard,3000.0,2025-06-26 07:00:00,77.63,Uber Inc,4111,,CLEAN,,
TXN_003053,EMP_407,Field Sales,APAC,Tier_1_Exec,5000.0,2025-11-22 19:24:00,324.55,Business Stay Inn,7011,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003054,EMP_209,Software Engineering,,Tier_2_Standard,3000.0,2025-02-03 14:00:00,336.85,Hilton Hotels,7011,,CLEAN,,
TXN_003055,EMP_053,Corporate Marketing,EMEA,Tier_2_Standard,3000.0,2025-09-27 20:03:00,269.57,AWS Cloud Services,4816,,CLEAN,,
TXN_003056,EMP_311,Supply Chain,EMEA,Tier_2_Standard,3000.0,2025-02-04 13:58:00,145.6,Amazon Business,5999,,CLEAN,,
TXN_003057,EMP_290,Software Engineering,LATAM,Tier_2_Standard,3000.0,2025-02-17 05:09:00,94.51,London Underground,4111,,CLEAN,,
TXN_003058,EMP_294,Supply Chain,EMEA,Tier_2_Standard,3000.0,2025-05-13 08:48:00,15.21,London Tavern,5812,,CLEAN,,
TXN_003059,EMP_388,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-11-03 08:55:00,20.58,Global Logistics Tech,5999,,CLEAN,,
TXN_003060,EMP_446,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-08-04 20:10:00,143.2,Global Logistics Tech,5999,,CLEAN,,
TXN_003061,EMP_046,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-08-04 05:04:00,343.24,Business Stay Inn,7011,,CLEAN,,
TXN_003062,EMP_170,Software Engineering,LATAM,Tier_2_Standard,3000.0,2025-03-16 23:04:00,22.89,Uber Inc,4111,,CLEAN,,
TXN_003063,EMP_396,Field Sales,APAC,Tier_1_Exec,5000.0,2025-12-31 09:47:00,93.87,Lyft Ride,4111,,CLEAN,,
TXN_003064,EMP_090,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-05-19 15:03:00,73.52000000000001,Bistro Hub,5812,,CLEAN,,
TXN_003065,EMP_400,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-04-13 21:15:00,266.43,Slack Technologies,4816,,CLEAN,,
TXN_003066,EMP_289,Field Sales,APAC,Tier_1_Exec,5000.0,2025-02-09 21:13:00,121.61,AWS Cloud Services,4816,,CLEAN,,
TXN_003067,EMP_286,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-12-11 09:52:00,159.82,Euro Lodging,7011,,CLEAN,,
TXN_003068,EMP_016,HR & Recruitment,APAC,Tier_2_Standard,3000.0,2025-11-18 20:19:00,777.26,Hilton Hotels,7011,,CLEAN,,
TXN_003069,EMP_167,HR & Recruitment,APAC,Tier_1_Exec,5000.0,2025-09-21 10:56:00,313.08,Hilton Hotels,7011,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003070,EMP_424,Corporate Marketing,,Tier_2_Standard,3000.0,2025-01-03 05:41:00,104.64,NYC Transit,4111,,CLEAN,,
TXN_003071,EMP_340,Corporate Marketing,APAC,Tier_2_Standard,3000.0,2025-03-27 18:47:00,609.31,Euro Lodging,7011,,CLEAN,,
TXN_003072,EMP_303,Supply Chain,EMEA,Tier_1_Exec,5000.0,2025-09-19 05:07:00,95.4,Office Depot,5999,,CLEAN,,
TXN_003073,EMP_223,Software Engineering,LATAM,Tier_2_Standard,3000.0,2025-07-13 17:21:00,34.39,London Tavern,5812,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003074,EMP_323,Software Engineering,LATAM,Tier_1_Exec,5000.0,2025-02-23 00:20:00,326.21,Marriott International,7011,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003075,EMP_345,Field Sales,,Tier_1_Exec,5000.0,2025-04-17 02:35:00,538.48,Business Stay Inn,7011,,CLEAN,,
TXN_003076,EMP_432,Software Engineering,,Tier_2_Standard,3000.0,2025-05-20 20:09:00,131.25,NYC Transit,4111,,CLEAN,,
TXN_003077,EMP_278,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-04-19 11:07:00,765.38,Business Stay Inn,7011,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003078,EMP_438,Software Engineering,APAC,Tier_2_Standard,3000.0,2025-01-22 10:44:00,218.84,Euro Lodging,7011,,CLEAN,,
TXN_003079,EMP_342,HR & Recruitment,,Tier_2_Standard,3000.0,2025-11-13 05:02:00,31.68,Global Logistics Tech,5999,,CLEAN,,
TXN_003080,EMP_200,Software Engineering,,Tier_2_Standard,3000.0,2025-02-15 14:06:00,198.22,Local Steakhouse,5812,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003081,EMP_039,Supply Chain,,Tier_2_Standard,3000.0,2025-03-01 03:19:00,628.75,Business Stay Inn,7011,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003082,EMP_034,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-10-01 04:56:00,133.62,Staples Corp,5999,,CLEAN,,
TXN_003083,EMP_314,Software Engineering,LATAM,Tier_2_Standard,3000.0,2025-07-23 08:11:00,24.72,Tokyo Dining Corp,5812,,CLEAN,,
TXN_003084,EMP_028,Corporate Marketing,,Tier_2_Standard,3000.0,2025-11-26 23:08:00,243.28,GitHub Enterprise,4816,,CLEAN,,
TXN_003085,EMP_442,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-05-23 15:35:00,108.16,Global Logistics Tech,5999,,CLEAN,,
TXN_003086,EMP_329,Field Sales,,Tier_1_Exec,5000.0,2025-10-27 09:06:00,592.07,Marriott International,7011,,CLEAN,,
TXN_003087,EMP_139,Corporate Marketing,,Tier_2_Standard,3000.0,2025-01-13 05:54:00,175.1,Slack Technologies,4816,,CLEAN,,
TXN_003088,EMP_227,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-07-24 23:35:00,25.85,GitHub Enterprise,4816,,CLEAN,,
TXN_003089,EMP_030,Corporate Marketing,LATAM,Tier_2_Standard,3000.0,2025-11-23 23:16:00,528.9,Euro Lodging,7011,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003090,EMP_306,HR & Recruitment,APAC,Tier_2_Standard,3000.0,2025-04-10 21:37:00,45.43,Uber Inc,4111,,CLEAN,,
TXN_003091,EMP_285,Field Sales,APAC,Tier_1_Exec,5000.0,2025-03-09 01:01:00,191.1,Slack Technologies,4816,,CLEAN,,
TXN_003092,EMP_197,Field Sales,,Tier_1_Exec,5000.0,2025-02-04 17:31:00,772.43,Marriott International,7011,,CLEAN,,
TXN_003093,EMP_204,Field Sales,APAC,Tier_1_Exec,5000.0,2025-07-11 08:44:00,43.1,Bistro Hub,5812,,CLEAN,,
TXN_003094,EMP_046,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-04-07 14:30:00,127.57,London Underground,4111,,CLEAN,,
TXN_003095,EMP_367,Software Engineering,APAC,Tier_1_Exec,5000.0,2025-05-05 16:47:00,272.55,Business Stay Inn,7011,,CLEAN,,
TXN_003096,EMP_240,Field Sales,APAC,Tier_1_Exec,5000.0,2025-02-27 15:15:00,275.53,AWS Cloud Services,4816,,CLEAN,,
TXN_003097,EMP_105,Field Sales,,Tier_1_Exec,5000.0,2025-04-30 14:52:00,255.22,Local Steakhouse,5812,,CLEAN,,
TXN_003098,EMP_058,Field Sales,,Tier_1_Exec,5000.0,2025-06-09 09:02:00,58.72,GitHub Enterprise,4816,,CLEAN,,
TXN_003099,EMP_423,Corporate Marketing,EMEA,Tier_2_Standard,3000.0,2025-08-20 09:11:00,155.41,Euro Lodging,7011,,CLEAN,,
TXN_003100,EMP_063,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-05-19 15:15:00,431.83,Euro Lodging,7011,,CLEAN,,
TXN_003101,EMP_342,HR & Recruitment,,Tier_2_Standard,3000.0,2025-08-05 01:42:00,22.97,London Underground,4111,,CLEAN,,
TXN_003102,EMP_304,Field Sales,LATAM,Tier_1_Exec,5000.0,2025-02-05 19:33:00,636.45,Business Stay Inn,7011,,CLEAN,,
TXN_003103,EMP_443,Travel & Executive Admin,APAC,Tier_1_Exec,5000.0,2025-10-16 01:24:00,138.04,Uber Inc,4111,,CLEAN,,
TXN_003104,EMP_419,Software Engineering,APAC,Tier_2_Standard,3000.0,2025-03-10 19:47:00,184.93,Figma Design,4816,,CLEAN,,
TXN_003105,EMP_146,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-02-08 12:29:00,318.16,Euro Lodging,7011,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003106,EMP_204,Field Sales,APAC,Tier_1_Exec,5000.0,2025-12-09 12:48:00,70.82,Staples Corp,5999,,CLEAN,,
TXN_003107,EMP_073,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-12-04 07:05:00,294.91,GitHub Enterprise,4816,,CLEAN,,
TXN_003108,EMP_096,Field Sales,APAC,Tier_1_Exec,5000.0,2025-02-24 17:50:00,10.59,Bistro Hub,5812,,CLEAN,,
TXN_003109,EMP_053,Corporate Marketing,EMEA,Tier_2_Standard,3000.0,2025-05-21 19:39:00,92.52,NYC Transit,4111,,CLEAN,,
TXN_003110,EMP_088,Field Sales,,Tier_1_Exec,5000.0,2025-09-05 16:20:00,253.05,Slack Technologies,4816,,CLEAN,,
TXN_003111,EMP_120,Software Engineering,APAC,Tier_2_Standard,3000.0,2025-11-07 05:14:00,564.5,Hilton Hotels,7011,,CLEAN,,
TXN_003112,EMP_210,HR & Recruitment,EMEA,Tier_2_Standard,3000.0,2025-01-22 05:33:00,43.88,Lyft Ride,4111,,CLEAN,,
TXN_003113,EMP_294,Supply Chain,EMEA,Tier_2_Standard,3000.0,2025-11-24 10:05:00,91.38,London Tavern,5812,,CLEAN,,
TXN_003114,EMP_349,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-03-28 15:35:00,54.73,Slack Technologies,4816,,CLEAN,,
TXN_003115,EMP_359,HR & Recruitment,LATAM,Tier_1_Exec,5000.0,2025-02-14 11:36:00,95.72,Slack Technologies,4816,,CLEAN,,
TXN_003116,EMP_121,HR & Recruitment,LATAM,Tier_1_Exec,5000.0,2025-10-22 23:22:00,132.85,Office Depot,5999,,CLEAN,,
TXN_003117,EMP_441,Field Sales,,Tier_1_Exec,5000.0,2025-01-12 06:12:00,113.42,Uber Inc,4111,,CLEAN,,
TXN_003118,EMP_193,Field Sales,APAC,Tier_1_Exec,5000.0,2025-04-15 14:06:00,10.9,Bistro Hub,5812,,CLEAN,,
TXN_003119,EMP_346,Supply Chain,LATAM,Tier_2_Standard,3000.0,2025-04-26 22:31:00,28.56,London Tavern,5812,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003120,EMP_398,Travel & Executive Admin,,Tier_1_Exec,5000.0,2025-09-01 23:26:00,40.02,Global Logistics Tech,5999,,CLEAN,,
TXN_003121,EMP_054,HR & Recruitment,LATAM,Tier_1_Exec,5000.0,2025-07-12 21:36:00,122.91,GitHub Enterprise,4816,,CLEAN,,
TXN_003122,EMP_376,Software Engineering,LATAM,Tier_2_Standard,3000.0,2025-02-23 01:21:00,44.66,Office Depot,5999,,CLEAN,,
TXN_003123,EMP_038,Corporate Marketing,LATAM,Tier_2_Standard,3000.0,2025-04-12 00:43:00,18.75,NYC Transit,4111,,FLAG_R5_CONTEXT_FAIL,Active travel itinerary found but MCC 4111 (NYC Transit) is not a hospitality category — manual review required,
TXN_003124,EMP_234,Corporate Marketing,APAC,Tier_2_Standard,3000.0,2025-01-29 17:10:00,74.25,Amazon Business,5999,,CLEAN,,
TXN_003125,EMP_121,HR & Recruitment,LATAM,Tier_1_Exec,5000.0,2025-11-10 02:06:00,112.58,Amazon Business,5999,,CLEAN,,
TXN_003126,EMP_402,Supply Chain,APAC,Tier_2_Standard,3000.0,2025-01-12 18:31:00,544.38,Hilton Hotels,7011,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003127,EMP_409,Software Engineering,APAC,Tier_2_Standard,3000.0,2025-01-25 16:38:00,104.2,Office Depot,5999,,CLEAN,,
TXN_003128,EMP_340,Corporate Marketing,APAC,Tier_2_Standard,3000.0,2025-11-12 09:51:00,21.36,Amazon Business,5999,,CLEAN,,
TXN_003129,EMP_260,Field Sales,,Tier_1_Exec,5000.0,2025-08-01 12:45:00,768.47,Business Stay Inn,7011,,CLEAN,,
TXN_003130,EMP_332,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-03-03 04:15:00,127.39,London Underground,4111,,CLEAN,,
TXN_003131,EMP_232,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-11-30 10:07:00,116.29,London Tavern,5812,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003132,EMP_279,Software Engineering,APAC,Tier_2_Standard,3000.0,2025-10-20 11:24:00,332.73,Slack Technologies,4816,,CLEAN,,
TXN_003133,EMP_245,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-05-23 17:09:00,140.58,Office Depot,5999,,CLEAN,,
TXN_003134,EMP_014,Travel & Executive Admin,LATAM,Tier_1_Exec,5000.0,2025-11-26 03:23:00,86.2,NYC Transit,4111,,CLEAN,,
TXN_003135,EMP_400,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-02-26 19:00:00,38.04,Staples Corp,5999,,CLEAN,,
TXN_003136,EMP_369,Software Engineering,LATAM,Tier_1_Exec,5000.0,2025-12-02 23:39:00,254.38,Slack Technologies,4816,,CLEAN,,
TXN_003137,EMP_197,Field Sales,,Tier_1_Exec,5000.0,2025-04-20 03:59:00,114.0,Global Logistics Tech,5999,,CLEAN,,
TXN_003138,EMP_259,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-12-29 01:39:00,629.65,Hilton Hotels,7011,,CLEAN,,
TXN_003139,EMP_384,Field Sales,,Tier_1_Exec,5000.0,2025-01-28 19:14:00,83.0,Amazon Business,5999,,CLEAN,,
TXN_003140,EMP_349,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-01-01 11:26:00,46.01,GitHub Enterprise,4816,,CLEAN,,
TXN_003141,EMP_350,Supply Chain,,Tier_2_Standard,3000.0,2025-06-22 22:17:00,61.96,Uber Inc,4111,,CLEAN,,
TXN_003142,EMP_357,HR & Recruitment,LATAM,Tier_1_Exec,5000.0,2025-07-16 02:50:00,174.8,Tokyo Dining Corp,5812,,CLEAN,,
TXN_003143,EMP_373,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-08-30 15:58:00,242.09,AWS Cloud Services,4816,,CLEAN,,
TXN_003144,EMP_016,HR & Recruitment,APAC,Tier_2_Standard,3000.0,2025-04-01 21:29:00,499.92,Business Stay Inn,7011,,CLEAN,,
TXN_003145,EMP_437,Field Sales,,Tier_1_Exec,5000.0,2025-09-30 17:22:00,47.64,London Underground,4111,,CLEAN,,
TXN_003146,EMP_094,Field Sales,APAC,Tier_1_Exec,5000.0,2025-10-14 07:12:00,160.01,Slack Technologies,4816,,CLEAN,,
TXN_003147,EMP_101,HR & Recruitment,EMEA,Tier_2_Standard,3000.0,2025-04-13 04:52:00,135.35,London Underground,4111,,CLEAN,,
TXN_003148,EMP_096,Field Sales,APAC,Tier_1_Exec,5000.0,2025-06-29 14:04:00,583.2,Business Stay Inn,7011,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003149,EMP_280,Software Engineering,LATAM,Tier_1_Exec,5000.0,2025-03-17 01:50:00,120.23,NYC Transit,4111,,CLEAN,,
TXN_003150,EMP_085,Software Engineering,,Tier_2_Standard,3000.0,2025-07-09 20:33:00,49.37,Tokyo Dining Corp,5812,,CLEAN,,
TXN_003151,EMP_092,Field Sales,,Tier_1_Exec,5000.0,2025-09-08 00:29:00,259.49,GitHub Enterprise,4816,,CLEAN,,
TXN_003152,EMP_295,Field Sales,,Tier_1_Exec,5000.0,2025-05-06 03:25:00,114.39,GitHub Enterprise,4816,,CLEAN,,
TXN_003153,EMP_445,Supply Chain,,Tier_2_Standard,3000.0,2025-06-11 20:27:00,108.76,London Underground,4111,,CLEAN,,
TXN_003154,EMP_053,Corporate Marketing,EMEA,Tier_2_Standard,3000.0,2025-06-12 18:52:00,69.86,Staples Corp,5999,,CLEAN,,
TXN_003155,EMP_287,HR & Recruitment,,Tier_2_Standard,3000.0,2025-10-12 21:03:00,71.96,London Underground,4111,,CLEAN,,
TXN_003156,EMP_014,Travel & Executive Admin,LATAM,Tier_1_Exec,5000.0,2025-12-23 12:56:00,100.91,Amazon Business,5999,,CLEAN,,
TXN_003157,EMP_198,Corporate Marketing,,Tier_1_Exec,5000.0,2025-08-25 04:53:00,188.96,Tokyo Dining Corp,5812,,CLEAN,,
TXN_003158,EMP_115,Travel & Executive Admin,APAC,Tier_1_Exec,5000.0,2025-01-06 12:51:00,191.6,Business Stay Inn,7011,,CLEAN,,
TXN_003159,EMP_427,Supply Chain,,Tier_2_Standard,3000.0,2025-03-24 10:15:00,333.4,Slack Technologies,4816,,CLEAN,,
TXN_003160,EMP_085,Software Engineering,,Tier_2_Standard,3000.0,2025-02-04 03:27:00,340.05,Business Stay Inn,7011,,CLEAN,,
TXN_003161,EMP_045,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-09-23 05:16:00,438.55,Euro Lodging,7011,,CLEAN,,
TXN_003162,EMP_233,Field Sales,APAC,Tier_1_Exec,5000.0,2025-03-20 07:05:00,13.07,London Underground,4111,,CLEAN,,
TXN_003163,EMP_104,Software Engineering,,Tier_1_Exec,5000.0,2025-03-20 01:50:00,345.68,Hilton Hotels,7011,,CLEAN,,
TXN_003164,EMP_244,Field Sales,,Tier_1_Exec,5000.0,2025-03-12 21:48:00,476.71,Euro Lodging,7011,,CLEAN,,
TXN_003165,EMP_009,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-07-13 12:23:00,186.51,Marriott International,7011,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003166,EMP_398,Travel & Executive Admin,,Tier_1_Exec,5000.0,2025-09-15 16:08:00,469.21,Euro Lodging,7011,,CLEAN,,
TXN_003167,EMP_288,Travel & Executive Admin,LATAM,Tier_1_Exec,5000.0,2025-02-13 19:03:00,139.8,Office Depot,5999,,CLEAN,,
TXN_003168,EMP_388,Software Engineering,EMEA,Tier_2_Standard,3000.0,2025-12-15 01:53:00,17.240000000000002,Tokyo Dining Corp,5812,,CLEAN,,
TXN_003169,EMP_206,Software Engineering,EMEA,Tier_1_Exec,5000.0,2025-04-29 12:57:00,646.89,Business Stay Inn,7011,,CLEAN,,
TXN_003170,EMP_030,Corporate Marketing,LATAM,Tier_2_Standard,3000.0,2025-08-25 06:15:00,67.35,Global Logistics Tech,5999,,CLEAN,,
TXN_003171,EMP_406,Field Sales,EMEA,Tier_1_Exec,5000.0,2025-11-24 12:28:00,101.72,Global Logistics Tech,5999,,CLEAN,,
TXN_003172,EMP_144,Field Sales,APAC,Tier_1_Exec,5000.0,2025-08-06 11:17:00,319.15,Hilton Hotels,7011,,CLEAN,,
TXN_003173,EMP_380,Supply Chain,APAC,Tier_2_Standard,3000.0,2025-07-23 14:36:00,32.33,Amazon Business,5999,,CLEAN,,
TXN_003174,EMP_376,Software Engineering,LATAM,Tier_2_Standard,3000.0,2025-11-04 06:21:00,32.46,London Underground,4111,,CLEAN,,
TXN_003175,EMP_404,HR & Recruitment,LATAM,Tier_2_Standard,3000.0,2025-07-29 17:44:00,195.82,Hilton Hotels,7011,,CLEAN,,
TXN_003176,EMP_416,Corporate Marketing,EMEA,Tier_2_Standard,3000.0,2025-11-08 17:43:00,35.99,Uber Inc,4111,,CLEAN,,
TXN_003177,EMP_070,Software Engineering,,Tier_2_Standard,3000.0,2025-01-05 13:21:00,80.93,Local Steakhouse,5812,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
TXN_003178,EMP_328,Corporate Marketing,APAC,Tier_1_Exec,5000.0,2025-06-17 04:05:00,133.44,Office Depot,5999,,CLEAN,,
TXN_003179,EMP_038,Corporate Marketing,LATAM,Tier_2_Standard,3000.0,2025-06-22 03:45:00,679.18,Marriott International,7011,,CLEAN,,APPROVED_BY_TRAVEL_REGISTRY
