Employee_ID,Destination_Region,Trip_Start,Trip_End
EMP_414,LATAM,2025-10-19 01:29:00,2025-10-23 01:29:00
EMP_002,EMEA,2025-09-14 19:26:00,2025-09-18 19:26:00
EMP_162,NA,2025-12-03 11:55:00,2025-12-07 11:55:00
EMP_440,NA,2025-03-18 14:31:00,2025-03-23 14:31:00
EMP_418,NA,2025-10-02 09:39:00,2025-10-06 09:39:00
EMP_272,APAC,2025-09-20 21:36:00,2025-09-27 21:36:00
EMP_095,LATAM,2025-03-08 18:37:00,2025-03-13 18:37:00
EMP_283,APAC,2025-08-04 15:59:00,2025-08-09 15:59:00
EMP_450,EMEA,2025-11-01 23:01:00,2025-11-05 23:01:00
EMP_055,EMEA,2025-12-12 07:46:00,2025-12-16 07:46:00
EMP_042,LATAM,2025-08-31 06:10:00,2025-09-03 06:10:00
EMP_241,EMEA,2025-06-08 01:07:00,2025-06-14 01:07:00
EMP_253,APAC,2025-06-21 05:48:00,2025-06-26 05:48:00
EMP_383,LATAM,2025-07-03 04:22:00,2025-07-07 04:22:00
EMP_068,LATAM,2025-01-29 06:39:00,2025-02-04 06:39:00
EMP_295,NA,2025-01-02 01:14:00,2025-01-08 01:14:00
EMP_055,EMEA,2025-09-05 13:38:00,2025-09-10 13:38:00
EMP_228,LATAM,2025-05-26 18:19:00,2025-05-30 18:19:00
EMP_026,NA,2025-07-02 13:57:00,2025-07-05 13:57:00
EMP_105,NA,2025-10-27 00:45:00,2025-11-01 00:45:00
EMP_225,APAC,2025-04-06 04:50:00,2025-04-11 04:50:00
EMP_283,APAC,2025-04-14 08:40:00,2025-04-18 08:40:00
EMP_033,EMEA,2025-03-19 00:02:00,2025-03-23 00:02:00
EMP_291,EMEA,2025-09-05 12:35:00,2025-09-10 12:35:00
EMP_126,EMEA,2025-08-24 10:48:00,2025-08-29 10:48:00
EMP_354,EMEA,2025-02-24 12:53:00,2025-02-28 12:53:00
EMP_053,EMEA,2025-11-17 07:56:00,2025-11-22 07:56:00
EMP_301,EMEA,2025-10-23 22:12:00,2025-10-28 22:12:00
EMP_048,LATAM,2025-09-04 04:09:00,2025-09-09 04:09:00
EMP_342,NA,2025-07-19 10:28:00,2025-07-22 10:28:00
EMP_376,LATAM,2025-05-09 15:05:00,2025-05-16 15:05:00
EMP_428,APAC,2025-11-10 10:38:00,2025-11-16 10:38:00
EMP_090,EMEA,2025-11-02 02:15:00,2025-11-05 02:15:00
EMP_079,EMEA,2025-10-29 05:34:00,2025-11-03 05:34:00
EMP_134,APAC,2025-06-03 22:29:00,2025-06-10 22:29:00
EMP_047,NA,2025-03-24 23:50:00,2025-03-30 23:50:00
EMP_203,EMEA,2025-04-08 11:06:00,2025-04-12 11:06:00
EMP_424,NA,2025-05-09 20:11:00,2025-05-13 20:11:00
EMP_412,EMEA,2025-06-09 13:39:00,2025-06-15 13:39:00
EMP_017,NA,2025-01-08 09:29:00,2025-01-11 09:29:00
EMP_225,APAC,2025-09-26 13:07:00,2025-10-02 13:07:00
EMP_023,EMEA,2025-02-03 13:46:00,2025-02-09 13:46:00
EMP_326,NA,2025-09-04 15:57:00,2025-09-09 15:57:00
EMP_121,LATAM,2025-10-26 17:12:00,2025-11-01 17:12:00
EMP_321,NA,2025-12-07 01:48:00,2025-12-14 01:48:00
EMP_317,LATAM,2025-09-15 13:25:00,2025-09-20 13:25:00
EMP_411,EMEA,2025-02-03 05:09:00,2025-02-06 05:09:00
EMP_134,APAC,2025-07-07 08:26:00,2025-07-11 08:26:00
EMP_205,NA,2025-07-14 00:08:00,2025-07-20 00:08:00
EMP_317,LATAM,2025-08-02 22:08:00,2025-08-05 22:08:00
EMP_125,LATAM,2025-10-31 16:31:00,2025-11-05 16:31:00
EMP_324,NA,2025-10-09 21:39:00,2025-10-15 21:39:00
EMP_444,LATAM,2025-01-29 19:34:00,2025-02-04 19:34:00
EMP_444,LATAM,2025-01-15 22:34:00,2025-01-21 22:34:00
EMP_396,APAC,2025-06-13 11:18:00,2025-06-18 11:18:00
EMP_345,NA,2025-09-04 12:41:00,2025-09-09 12:41:00
EMP_123,EMEA,2025-05-28 00:20:00,2025-06-02 00:20:00
EMP_414,LATAM,2025-04-11 23:25:00,2025-04-18 23:25:00
EMP_311,EMEA,2025-05-24 15:06:00,2025-05-30 15:06:00
EMP_371,NA,2025-02-23 22:53:00,2025-03-02 22:53:00
EMP_399,APAC,2025-01-06 02:29:00,2025-01-09 02:29:00
EMP_310,EMEA,2025-02-19 15:17:00,2025-02-24 15:17:00
EMP_388,EMEA,2025-10-23 13:43:00,2025-10-27 13:43:00
EMP_311,EMEA,2025-04-16 16:25:00,2025-04-22 16:25:00
EMP_215,NA,2025-02-23 21:12:00,2025-02-28 21:12:00
EMP_267,EMEA,2025-10-22 13:10:00,2025-10-27 13:10:00
EMP_022,NA,2025-05-19 11:50:00,2025-05-23 11:50:00
EMP_351,APAC,2025-11-27 18:41:00,2025-11-30 18:41:00
EMP_407,APAC,2025-11-20 19:24:00,2025-11-25 19:24:00
EMP_209,NA,2025-02-02 14:00:00,2025-02-05 14:00:00
EMP_294,EMEA,2025-05-12 08:48:00,2025-05-18 08:48:00
EMP_046,EMEA,2025-08-03 05:04:00,2025-08-07 05:04:00
EMP_090,EMEA,2025-05-18 15:03:00,2025-05-23 15:03:00
EMP_286,LATAM,2025-12-09 09:52:00,2025-12-16 09:52:00
EMP_016,APAC,2025-11-17 20:19:00,2025-11-21 20:19:00
EMP_167,APAC,2025-09-20 10:56:00,2025-09-25 10:56:00
EMP_340,APAC,2025-03-26 18:47:00,2025-04-01 18:47:00
EMP_223,LATAM,2025-07-11 17:21:00,2025-07-18 17:21:00
EMP_323,LATAM,2025-02-21 00:20:00,2025-02-25 00:20:00
EMP_345,NA,2025-04-16 02:35:00,2025-04-21 02:35:00
EMP_278,EMEA,2025-04-17 11:07:00,2025-04-21 11:07:00
EMP_438,APAC,2025-01-21 10:44:00,2025-01-24 10:44:00
EMP_200,NA,2025-02-13 14:06:00,2025-02-18 14:06:00
EMP_039,NA,2025-02-28 03:19:00,2025-03-03 03:19:00
EMP_314,LATAM,2025-07-22 08:11:00,2025-07-27 08:11:00
EMP_329,NA,2025-10-26 09:06:00,2025-10-31 09:06:00
EMP_030,LATAM,2025-11-21 23:16:00,2025-11-26 23:16:00
EMP_197,NA,2025-02-02 17:31:00,2025-02-06 17:31:00
EMP_204,APAC,2025-07-09 08:44:00,2025-07-14 08:44:00
EMP_367,APAC,2025-05-03 16:47:00,2025-05-07 16:47:00
EMP_105,NA,2025-04-29 14:52:00,2025-05-05 14:52:00
EMP_423,EMEA,2025-08-18 09:11:00,2025-08-25 09:11:00
EMP_146,EMEA,2025-02-06 12:29:00,2025-02-10 12:29:00
EMP_096,APAC,2025-02-22 17:50:00,2025-02-27 17:50:00
EMP_120,APAC,2025-11-06 05:14:00,2025-11-11 05:14:00
EMP_294,EMEA,2025-11-22 10:05:00,2025-11-29 10:05:00
EMP_193,APAC,2025-04-13 14:06:00,2025-04-19 14:06:00
EMP_346,LATAM,2025-04-24 22:31:00,2025-04-28 22:31:00
EMP_402,APAC,2025-01-11 18:31:00,2025-01-16 18:31:00
EMP_260,NA,2025-07-30 12:45:00,2025-08-03 12:45:00
EMP_232,EMEA,2025-11-29 10:07:00,2025-12-03 10:07:00
EMP_259,EMEA,2025-12-28 01:39:00,2026-01-03 01:39:00
EMP_357,LATAM,2025-07-14 02:50:00,2025-07-21 02:50:00
EMP_016,APAC,2025-03-31 21:29:00,2025-04-05 21:29:00
EMP_096,APAC,2025-06-28 14:04:00,2025-07-02 14:04:00
EMP_085,NA,2025-07-07 20:33:00,2025-07-14 20:33:00
EMP_198,NA,2025-08-23 04:53:00,2025-08-29 04:53:00
EMP_115,APAC,2025-01-05 12:51:00,2025-01-08 12:51:00
EMP_085,NA,2025-02-02 03:27:00,2025-02-06 03:27:00
EMP_045,EMEA,2025-09-21 05:16:00,2025-09-27 05:16:00
EMP_104,NA,2025-03-19 01:50:00,2025-03-25 01:50:00
EMP_244,NA,2025-03-10 21:48:00,2025-03-14 21:48:00
EMP_009,EMEA,2025-07-12 12:23:00,2025-07-15 12:23:00
EMP_398,NA,2025-09-14 16:08:00,2025-09-20 16:08:00
EMP_388,EMEA,2025-12-14 01:53:00,2025-12-19 01:53:00
EMP_206,EMEA,2025-04-27 12:57:00,2025-05-04 12:57:00
EMP_144,APAC,2025-08-04 11:17:00,2025-08-10 11:17:00
EMP_404,LATAM,2025-07-28 17:44:00,2025-07-31 17:44:00
EMP_070,NA,2025-01-03 13:21:00,2025-01-09 13:21:00
EMP_038,LATAM,2025-06-20 03:45:00,2025-06-24 03:45:00
EMP_074,EMEA,2025-12-28 18:52:00,2026-01-03 18:52:00
EMP_330,APAC,2025-10-27 22:34:00,2025-11-01 22:34:00
EMP_148,EMEA,2025-06-01 07:10:00,2025-06-04 07:10:00
EMP_378,APAC,2025-04-07 09:01:00,2025-04-10 09:01:00
EMP_031,APAC,2025-09-30 15:17:00,2025-10-06 15:17:00
EMP_251,NA,2025-04-26 14:50:00,2025-05-02 14:50:00
EMP_331,EMEA,2025-12-07 08:23:00,2025-12-11 08:23:00
EMP_380,APAC,2025-10-25 23:10:00,2025-10-29 23:10:00
EMP_328,APAC,2025-08-08 18:46:00,2025-08-13 18:46:00
EMP_335,EMEA,2025-09-20 19:59:00,2025-09-26 19:59:00
EMP_378,APAC,2025-12-24 01:34:00,2025-12-29 01:34:00
EMP_226,APAC,2025-02-18 21:17:00,2025-02-25 21:17:00
EMP_369,LATAM,2025-03-21 22:18:00,2025-03-26 22:18:00
EMP_346,LATAM,2025-03-12 18:23:00,2025-03-16 18:23:00
EMP_089,NA,2025-01-26 10:06:00,2025-02-02 10:06:00
EMP_032,LATAM,2025-01-28 10:42:00,2025-02-02 10:42:00
EMP_057,NA,2025-12-01 02:50:00,2025-12-05 02:50:00
EMP_447,APAC,2025-03-09 03:14:00,2025-03-14 03:14:00
EMP_340,APAC,2025-01-16 11:57:00,2025-01-21 11:57:00
EMP_030,LATAM,2025-05-22 23:09:00,2025-05-26 23:09:00
EMP_352,APAC,2025-12-29 23:46:00,2026-01-02 23:46:00
EMP_375,LATAM,2025-04-19 12:40:00,2025-04-26 12:40:00
EMP_239,LATAM,2025-04-11 16:17:00,2025-04-14 16:17:00
EMP_067,LATAM,2025-05-11 14:05:00,2025-05-17 14:05:00
EMP_275,NA,2025-01-08 18:20:00,2025-01-12 18:20:00
EMP_077,NA,2025-07-24 09:05:00,2025-07-30 09:05:00
EMP_296,NA,2025-08-24 20:26:00,2025-08-29 20:26:00
EMP_370,LATAM,2025-10-04 01:38:00,2025-10-09 01:38:00
EMP_066,LATAM,2025-12-26 13:58:00,2025-12-30 13:58:00
EMP_073,EMEA,2025-07-18 14:02:00,2025-07-24 14:02:00
EMP_199,NA,2025-08-10 12:15:00,2025-08-14 12:15:00
EMP_381,APAC,2025-04-23 17:16:00,2025-04-29 17:16:00
EMP_143,NA,2025-02-12 21:58:00,2025-02-18 21:58:00
EMP_031,APAC,2025-03-30 19:11:00,2025-04-06 19:11:00
EMP_002,EMEA,2025-03-21 12:10:00,2025-03-24 12:10:00
EMP_238,EMEA,2025-03-02 11:36:00,2025-03-06 11:36:00
EMP_252,EMEA,2025-08-06 15:00:00,2025-08-09 15:00:00
EMP_009,EMEA,2025-11-11 19:51:00,2025-11-18 19:51:00
EMP_255,EMEA,2025-01-20 14:45:00,2025-01-25 14:45:00
EMP_202,EMEA,2025-11-14 01:47:00,2025-11-18 01:47:00
EMP_213,APAC,2025-11-05 21:15:00,2025-11-08 21:15:00
EMP_408,APAC,2025-03-24 19:37:00,2025-03-28 19:37:00
EMP_130,EMEA,2025-01-27 04:45:00,2025-02-01 04:45:00
EMP_203,EMEA,2025-12-23 20:43:00,2025-12-27 20:43:00
EMP_128,LATAM,2025-06-18 21:11:00,2025-06-23 21:11:00
EMP_414,LATAM,2025-01-09 16:12:00,2025-01-14 16:12:00
EMP_431,LATAM,2025-04-25 07:30:00,2025-04-29 07:30:00
EMP_190,LATAM,2025-11-21 15:30:00,2025-11-25 15:30:00
EMP_277,APAC,2025-05-05 15:58:00,2025-05-11 15:58:00
EMP_425,NA,2025-05-09 22:45:00,2025-05-16 22:45:00
EMP_047,NA,2025-03-01 04:34:00,2025-03-06 04:34:00
EMP_302,EMEA,2025-09-15 05:48:00,2025-09-21 05:48:00
EMP_254,LATAM,2025-06-29 16:03:00,2025-07-04 16:03:00
EMP_094,APAC,2025-07-31 05:55:00,2025-08-07 05:55:00
EMP_079,EMEA,2025-09-02 03:17:00,2025-09-07 03:17:00
EMP_184,LATAM,2025-04-28 20:54:00,2025-05-04 20:54:00
EMP_369,LATAM,2025-10-23 19:53:00,2025-10-26 19:53:00
EMP_206,EMEA,2025-08-29 01:59:00,2025-09-04 01:59:00
EMP_333,LATAM,2025-01-21 23:39:00,2025-01-28 23:39:00
EMP_291,EMEA,2025-08-14 10:43:00,2025-08-20 10:43:00
EMP_412,EMEA,2025-02-04 21:35:00,2025-02-07 21:35:00
EMP_357,LATAM,2025-10-03 19:01:00,2025-10-07 19:01:00
EMP_217,APAC,2025-02-13 01:12:00,2025-02-18 01:12:00
EMP_211,NA,2025-04-01 13:52:00,2025-04-07 13:52:00
EMP_249,LATAM,2025-01-04 14:11:00,2025-01-09 14:11:00
EMP_153,EMEA,2025-06-30 04:52:00,2025-07-07 04:52:00
EMP_449,EMEA,2025-10-03 15:00:00,2025-10-09 15:00:00
EMP_346,LATAM,2025-11-05 20:04:00,2025-11-10 20:04:00
EMP_200,NA,2025-01-20 04:56:00,2025-01-23 04:56:00
EMP_101,EMEA,2025-02-26 14:56:00,2025-03-03 14:56:00
EMP_076,NA,2025-03-20 18:15:00,2025-03-25 18:15:00
EMP_174,EMEA,2025-04-16 01:16:00,2025-04-20 01:16:00
EMP_397,LATAM,2025-10-16 22:04:00,2025-10-22 22:04:00
EMP_087,EMEA,2025-01-22 08:36:00,2025-01-28 08:36:00
EMP_366,NA,2025-05-21 12:43:00,2025-05-26 12:43:00
EMP_231,APAC,2025-03-19 00:38:00,2025-03-23 00:38:00
EMP_429,APAC,2025-12-15 01:05:00,2025-12-20 01:05:00
EMP_193,APAC,2025-06-17 08:07:00,2025-06-23 08:07:00
EMP_090,EMEA,2025-07-14 00:08:00,2025-07-20 00:08:00
EMP_084,NA,2025-06-20 11:03:00,2025-06-26 11:03:00
EMP_016,APAC,2025-10-12 08:53:00,2025-10-16 08:53:00
EMP_086,LATAM,2025-04-16 02:23:00,2025-04-20 02:23:00
EMP_195,LATAM,2025-03-23 11:01:00,2025-03-30 11:01:00
EMP_419,APAC,2025-08-03 03:44:00,2025-08-08 03:44:00
EMP_164,LATAM,2025-06-25 15:39:00,2025-07-02 15:39:00
EMP_401,NA,2025-04-09 16:08:00,2025-04-13 16:08:00
EMP_018,NA,2025-01-01 15:47:00,2025-01-06 15:47:00
EMP_170,LATAM,2025-01-13 05:34:00,2025-01-20 05:34:00
EMP_138,APAC,2025-03-07 00:17:00,2025-03-13 00:17:00
EMP_154,APAC,2025-03-04 00:25:00,2025-03-10 00:25:00
EMP_278,EMEA,2025-08-22 21:06:00,2025-08-29 21:06:00
EMP_355,APAC,2025-06-21 09:27:00,2025-06-27 09:27:00
EMP_172,EMEA,2025-08-15 21:44:00,2025-08-19 21:44:00
EMP_198,NA,2025-05-14 14:58:00,2025-05-19 14:58:00
EMP_048,LATAM,2025-10-20 07:39:00,2025-10-24 07:39:00
EMP_137,LATAM,2025-04-05 00:57:00,2025-04-12 00:57:00
EMP_400,EMEA,2025-04-01 01:19:00,2025-04-08 01:19:00
EMP_376,LATAM,2025-02-04 05:59:00,2025-02-11 05:59:00
EMP_370,LATAM,2025-07-22 21:19:00,2025-07-26 21:19:00
EMP_219,APAC,2025-02-26 21:19:00,2025-03-02 21:19:00
EMP_349,EMEA,2025-01-10 17:00:00,2025-01-15 17:00:00
EMP_110,LATAM,2025-02-20 11:58:00,2025-02-25 11:58:00
EMP_280,LATAM,2025-11-13 01:32:00,2025-11-18 01:32:00
EMP_091,EMEA,2025-08-18 12:02:00,2025-08-25 12:02:00
EMP_187,APAC,2025-10-16 03:13:00,2025-10-19 03:13:00
EMP_342,NA,2025-03-15 01:37:00,2025-03-21 01:37:00
EMP_399,APAC,2025-10-08 11:02:00,2025-10-15 11:02:00
EMP_350,NA,2025-10-10 07:24:00,2025-10-16 07:24:00
EMP_368,NA,2025-09-26 02:48:00,2025-09-30 02:48:00
EMP_350,NA,2025-05-08 23:30:00,2025-05-14 23:30:00
EMP_161,LATAM,2025-09-16 05:02:00,2025-09-20 05:02:00
EMP_041,APAC,2025-08-20 15:47:00,2025-08-25 15:47:00
EMP_428,APAC,2025-12-24 11:47:00,2025-12-30 11:47:00
EMP_179,LATAM,2025-03-31 18:59:00,2025-04-04 18:59:00
EMP_192,LATAM,2025-09-04 22:06:00,2025-09-07 22:06:00
EMP_423,EMEA,2025-02-10 19:25:00,2025-02-16 19:25:00
EMP_356,EMEA,2025-03-31 05:53:00,2025-04-06 05:53:00
EMP_172,EMEA,2025-08-25 21:49:00,2025-08-29 21:49:00
EMP_038,LATAM,2025-12-25 03:49:00,2025-12-31 03:49:00
EMP_095,LATAM,2025-07-27 03:55:00,2025-07-30 03:55:00
EMP_439,LATAM,2025-03-10 08:35:00,2025-03-13 08:35:00
EMP_330,APAC,2025-11-02 02:42:00,2025-11-08 02:42:00
EMP_125,LATAM,2025-01-09 03:41:00,2025-01-16 03:41:00
EMP_409,APAC,2025-01-06 04:02:00,2025-01-09 04:02:00
EMP_356,EMEA,2025-03-31 19:26:00,2025-04-05 19:26:00
EMP_116,EMEA,2025-01-04 10:56:00,2025-01-07 10:56:00
EMP_332,EMEA,2025-05-04 10:59:00,2025-05-10 10:59:00
EMP_223,LATAM,2025-03-17 11:45:00,2025-03-23 11:45:00
EMP_246,NA,2025-06-06 05:57:00,2025-06-12 05:57:00
EMP_444,LATAM,2025-02-06 21:35:00,2025-02-11 21:35:00
EMP_001,NA,2025-02-08 07:16:00,2025-02-12 07:16:00
EMP_070,NA,2025-04-22 05:20:00,2025-04-29 05:20:00
EMP_185,EMEA,2025-05-22 22:17:00,2025-05-26 22:17:00
EMP_019,LATAM,2025-05-31 08:34:00,2025-06-04 08:34:00
EMP_437,NA,2025-04-05 12:53:00,2025-04-08 12:53:00
EMP_125,LATAM,2025-09-28 13:26:00,2025-10-01 13:26:00
EMP_214,NA,2025-09-01 06:40:00,2025-09-04 06:40:00
EMP_313,LATAM,2025-06-12 06:57:00,2025-06-15 06:57:00
EMP_194,APAC,2025-01-29 18:22:00,2025-02-03 18:22:00
EMP_127,NA,2025-07-19 21:48:00,2025-07-22 21:48:00
EMP_411,EMEA,2025-05-27 20:06:00,2025-06-01 20:06:00
EMP_359,LATAM,2025-10-12 21:40:00,2025-10-18 21:40:00
EMP_086,LATAM,2025-11-25 07:30:00,2025-11-30 07:30:00
EMP_223,LATAM,2025-03-25 12:57:00,2025-03-30 12:57:00
EMP_403,NA,2025-10-25 05:37:00,2025-10-31 05:37:00
EMP_345,NA,2025-04-19 04:15:00,2025-04-23 04:15:00
EMP_379,LATAM,2025-10-23 18:41:00,2025-10-29 18:41:00
EMP_135,NA,2025-06-09 15:19:00,2025-06-14 15:19:00
EMP_187,APAC,2025-06-20 17:46:00,2025-06-23 17:46:00
EMP_415,APAC,2025-06-23 09:46:00,2025-06-30 09:46:00
EMP_198,NA,2025-10-04 09:18:00,2025-10-09 09:18:00
EMP_058,NA,2025-06-22 10:04:00,2025-06-27 10:04:00
EMP_417,NA,2025-07-27 04:43:00,2025-07-31 04:43:00
EMP_113,LATAM,2025-11-29 10:20:00,2025-12-02 10:20:00
EMP_086,LATAM,2025-04-12 11:10:00,2025-04-16 11:10:00
EMP_433,LATAM,2025-12-28 16:08:00,2025-12-31 16:08:00
EMP_143,NA,2025-02-13 02:34:00,2025-02-17 02:34:00
EMP_019,LATAM,2025-01-18 10:27:00,2025-01-22 10:27:00
EMP_034,LATAM,2025-08-13 03:27:00,2025-08-16 03:27:00
EMP_117,APAC,2025-03-30 20:53:00,2025-04-05 20:53:00
EMP_085,NA,2025-01-24 13:06:00,2025-01-30 13:06:00
EMP_295,NA,2025-12-17 21:41:00,2025-12-23 21:41:00
EMP_424,NA,2025-06-03 06:05:00,2025-06-08 06:05:00
EMP_045,EMEA,2025-09-11 20:50:00,2025-09-17 20:50:00
EMP_080,EMEA,2025-10-15 16:02:00,2025-10-19 16:02:00
EMP_075,NA,2025-06-01 18:52:00,2025-06-04 18:52:00
EMP_368,NA,2025-05-13 01:56:00,2025-05-18 01:56:00
EMP_421,LATAM,2025-09-01 18:49:00,2025-09-06 18:49:00
EMP_427,NA,2025-12-14 15:26:00,2025-12-17 15:26:00
EMP_054,LATAM,2025-06-21 01:53:00,2025-06-26 01:53:00
EMP_077,NA,2025-01-09 20:50:00,2025-01-15 20:50:00
EMP_340,APAC,2025-10-16 18:12:00,2025-10-20 18:12:00
EMP_410,NA,2025-05-05 21:45:00,2025-05-09 21:45:00
EMP_184,LATAM,2025-05-14 14:42:00,2025-05-17 14:42:00
EMP_342,NA,2025-01-10 20:33:00,2025-01-14 20:33:00
EMP_158,LATAM,2025-02-21 08:51:00,2025-02-28 08:51:00
EMP_290,LATAM,2025-12-10 13:39:00,2025-12-17 13:39:00
EMP_365,APAC,2025-02-04 08:47:00,2025-02-11 08:47:00
EMP_181,NA,2025-08-16 04:23:00,2025-08-22 04:23:00
EMP_238,EMEA,2025-11-16 09:39:00,2025-11-21 09:39:00
EMP_292,APAC,2025-10-02 19:43:00,2025-10-09 19:43:00
EMP_369,LATAM,2025-01-05 19:03:00,2025-01-09 19:03:00
EMP_237,EMEA,2025-10-28 02:52:00,2025-11-02 02:52:00
EMP_212,NA,2025-11-11 11:36:00,2025-11-17 11:36:00
EMP_310,EMEA,2025-12-13 08:40:00,2025-12-16 08:40:00
EMP_005,NA,2025-11-20 10:25:00,2025-11-26 10:25:00
EMP_155,EMEA,2025-09-09 05:19:00,2025-09-15 05:19:00
EMP_422,APAC,2025-01-19 22:36:00,2025-01-23 22:36:00
EMP_322,LATAM,2025-12-09 05:29:00,2025-12-13 05:29:00
EMP_199,NA,2025-06-09 03:16:00,2025-06-13 03:16:00
EMP_105,NA,2025-08-03 23:52:00,2025-08-07 23:52:00
EMP_018,NA,2025-06-30 01:39:00,2025-07-05 01:39:00
EMP_209,NA,2025-05-30 09:31:00,2025-06-06 09:31:00
EMP_017,NA,2025-08-16 11:55:00,2025-08-20 11:55:00
EMP_431,LATAM,2025-08-18 22:50:00,2025-08-22 22:50:00
EMP_230,LATAM,2025-09-02 05:33:00,2025-09-06 05:33:00
EMP_005,NA,2025-04-09 05:52:00,2025-04-13 05:52:00
EMP_105,NA,2025-01-06 06:04:00,2025-01-13 06:04:00
EMP_240,APAC,2025-11-16 02:33:00,2025-11-23 02:33:00
EMP_385,APAC,2025-08-16 12:19:00,2025-08-21 12:19:00
EMP_029,APAC,2025-02-24 23:22:00,2025-03-03 23:22:00
EMP_088,NA,2025-06-20 02:42:00,2025-06-23 02:42:00
EMP_410,NA,2025-01-11 22:21:00,2025-01-15 22:21:00
EMP_275,NA,2025-11-15 21:53:00,2025-11-19 21:53:00
EMP_127,NA,2025-12-19 12:09:00,2025-12-23 12:09:00
EMP_052,EMEA,2025-04-04 15:45:00,2025-04-10 15:45:00
EMP_263,LATAM,2025-01-29 13:22:00,2025-02-02 13:22:00
EMP_356,EMEA,2025-09-15 11:22:00,2025-09-21 11:22:00
EMP_053,EMEA,2025-05-04 17:30:00,2025-05-10 17:30:00
EMP_094,APAC,2025-04-29 02:14:00,2025-05-03 02:14:00
EMP_058,NA,2025-09-29 13:29:00,2025-10-06 13:29:00
EMP_436,NA,2025-05-20 01:41:00,2025-05-24 01:41:00
EMP_261,EMEA,2025-08-28 17:32:00,2025-08-31 17:32:00
EMP_393,NA,2025-09-10 09:31:00,2025-09-17 09:31:00
EMP_325,APAC,2025-05-31 08:05:00,2025-06-05 08:05:00
EMP_407,APAC,2025-05-04 03:38:00,2025-05-10 03:38:00
EMP_073,EMEA,2025-04-07 10:41:00,2025-04-11 10:41:00
EMP_304,LATAM,2025-07-26 03:22:00,2025-07-31 03:22:00
EMP_162,NA,2025-10-19 21:21:00,2025-10-25 21:21:00
EMP_089,NA,2025-08-04 00:29:00,2025-08-09 00:29:00
EMP_331,EMEA,2025-09-04 07:40:00,2025-09-08 07:40:00
EMP_336,APAC,2025-01-29 10:52:00,2025-02-02 10:52:00
EMP_033,EMEA,2025-03-01 22:54:00,2025-03-04 22:54:00
EMP_429,APAC,2024-12-30 16:46:00,2025-01-06 16:46:00
EMP_327,NA,2025-12-14 20:19:00,2025-12-21 20:19:00
EMP_306,APAC,2025-11-13 00:11:00,2025-11-16 00:11:00
EMP_354,EMEA,2025-02-14 13:50:00,2025-02-19 13:50:00
EMP_262,EMEA,2025-03-21 11:53:00,2025-03-26 11:53:00
EMP_295,NA,2025-03-11 07:04:00,2025-03-14 07:04:00
EMP_440,NA,2025-06-13 09:31:00,2025-06-18 09:31:00
EMP_259,EMEA,2025-08-31 19:54:00,2025-09-04 19:54:00
EMP_398,NA,2025-03-20 02:58:00,2025-03-24 02:58:00
EMP_116,EMEA,2025-04-20 22:35:00,2025-04-26 22:35:00
EMP_253,APAC,2025-10-06 19:35:00,2025-10-11 19:35:00
EMP_180,EMEA,2025-12-28 06:04:00,2026-01-03 06:04:00
EMP_295,NA,2025-03-08 14:16:00,2025-03-13 14:16:00
EMP_176,EMEA,2025-08-25 11:53:00,2025-08-31 11:53:00
EMP_378,APAC,2025-08-03 21:30:00,2025-08-08 21:30:00
EMP_208,LATAM,2025-07-18 19:56:00,2025-07-22 19:56:00
EMP_211,NA,2025-12-01 10:47:00,2025-12-06 10:47:00
EMP_340,APAC,2025-10-14 06:21:00,2025-10-17 06:21:00
EMP_184,LATAM,2025-03-17 00:04:00,2025-03-20 00:04:00
EMP_304,LATAM,2025-09-15 03:38:00,2025-09-22 03:38:00
EMP_258,NA,2025-12-15 10:01:00,2025-12-21 10:01:00
EMP_450,EMEA,2025-01-25 10:15:00,2025-01-31 10:15:00
EMP_191,NA,2025-03-29 11:24:00,2025-04-04 11:24:00
EMP_404,LATAM,2025-03-31 18:48:00,2025-04-07 18:48:00
EMP_095,LATAM,2025-05-11 15:42:00,2025-05-16 15:42:00
EMP_168,LATAM,2025-05-03 07:35:00,2025-05-07 07:35:00
EMP_251,NA,2025-02-27 14:10:00,2025-03-04 14:10:00
EMP_338,EMEA,2025-05-13 14:13:00,2025-05-18 14:13:00
EMP_088,NA,2025-09-09 03:36:00,2025-09-14 03:36:00
EMP_230,LATAM,2025-02-17 11:13:00,2025-02-22 11:13:00
EMP_118,NA,2025-09-22 14:26:00,2025-09-29 14:26:00
EMP_448,LATAM,2025-08-02 09:25:00,2025-08-09 09:25:00
EMP_019,LATAM,2025-08-30 18:03:00,2025-09-03 18:03:00
EMP_216,LATAM,2025-03-01 13:04:00,2025-03-07 13:04:00
EMP_246,NA,2025-12-11 01:02:00,2025-12-16 01:02:00
EMP_248,NA,2025-02-04 09:51:00,2025-02-09 09:51:00
EMP_159,NA,2025-06-11 11:08:00,2025-06-18 11:08:00
EMP_427,NA,2025-09-03 20:34:00,2025-09-09 20:34:00
EMP_092,NA,2025-04-13 11:07:00,2025-04-17 11:07:00
EMP_218,LATAM,2025-12-27 10:09:00,2025-12-30 10:09:00
EMP_094,APAC,2025-06-06 11:29:00,2025-06-13 11:29:00
EMP_435,APAC,2025-03-23 01:38:00,2025-03-27 01:38:00
